trip_id,timestamp,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,distance_km,duration_min,fare,driver_id,vehicle_type,payment_type,weather,time_of_day,surge_multiplier,passenger_count,rating,is_cancelled,high_fare
T001267,2024-01-21 02:16:00,13.147943,77.673372,13.187261,77.664476,5.518,9.9,20.67,DR0386,Sedan,nan,Foggy,Evening,1.0,4,5.0,1,1
T001268,2024-05-16 00:52:00,13.166783,77.670813,13.172294,77.676623,3.249,2.5,6.09,DR0646,Hatchback,Card,Clear,Morning,1.0,1,4.5,0,0
T001269,2024-12-13 21:37:00,12.996159,77.81268,12.984449,77.815303,2.578,10.9,12.29,DR0241,Hatchback,Card,Clear,Evening,1.0,2,4.9,0,0
T001270,2024-01-18 18:35:00,13.182536,77.620407,13.162413,77.627186,2.772,16.0,12.49,DR0166,Hatchback,Card,Clear,Morning,1.25,2,4.7,0,0
T001271,2024-05-14 16:14:00,13.150097,77.749108,13.118126,77.729616,4.201,6.3,16.39,DR0473,MiniVan,Card,Cloudy,Morning,1.0,4,5.0,0,1
T001272,2024-02-09 21:18:00,13.130092,77.857169,13.113484,77.862971,2.831,2.0,5.76,DR0423,Bike,Card,Clear,Morning,1.0,4,4.5,0,0
T001273,2024-12-06 00:30:00,13.143884,77.588606,13.159068,77.576606,2.76,2.0,9.56,DR0336,Sedan,UPI,Clear,Night,1.25,4,4.1,0,0
T001274,2024-09-03 11:40:00,12.95275,77.74796,12.94421,77.762241,3.591,9.3,7.09,DR0450,MiniVan,Cash,Clear,Morning,1.0,4,5.0,0,0
T001275,2024-10-05 09:10:00,13.102588,77.879189,13.083424,77.832976,6.05,3.3,13.81,DR0324,Hatchback,Cash,Foggy,Morning,1.0,2,4.7,0,0
T001276,2024-09-17 08:08:00,13.030936,77.711918,13.013972,77.706126,2.241,8.5,8.62,DR0108,Hatchback,Card,Clear,Afternoon,1.0,2,4.6,0,0
T001277,2024-08-27 19:33:00,13.087874,77.890759,13.100863,77.892737,4.473,2.0,14.48,DR0685,Sedan,Wallet,Clear,Night,1.0,4,3.7,0,0
T001278,2024-10-09 09:47:00,12.871114,77.624018,12.869489,77.651007,4.064,2.0,12.99,DR0133,SUV,Card,Rainy,Afternoon,1.0,2,4.8,0,0
T001279,2024-01-03 23:10:00,13.092558,77.725718,13.080013,77.727453,2.478,6.5,4.43,DR0593,SUV,Card,Foggy,Night,1.0,3,3.9,0,0
T001280,2024-11-11 21:23:00,13.183037,77.624414,13.176869,77.62818,1.382,8.9,9.08,DR0159,MiniVan,Card,Rainy,Morning,2.0,2,5.0,0,0
T001281,2024-09-27 01:12:00,12.921065,77.501488,12.965183,77.508998,6.036,7.0,11.06,DR0634,Sedan,Card,Rainy,Morning,1.0,4,4.5,0,0
T001282,2024-09-26 21:25:00,13.194465,77.898923,13.218857,77.923985,5.248,6.6,12.72,DR0171,Hatchback,Card,Rainy,Morning,1.0,4,4.8,0,0
T001283,2024-05-23 14:30:00,12.95135,77.596024,12.980723,77.588386,3.988,6.8,6.34,DR0508,SUV,Card,Clear,Morning,1.0,2,4.6,0,0
T001284,2024-10-19 07:38:00,12.879889,77.889241,12.844847,77.861179,5.434,8.4,12.2,DR0775,SUV,Card,Clear,Night,1.0,2,4.5,0,0
T001285,2024-05-19 08:43:00,12.844914,77.761213,12.841892,77.729322,4.146,6.5,9.77,DR0705,MiniVan,Card,Clear,Afternoon,1.0,4,4.3,0,0
T001286,2024-01-18 20:55:00,13.113985,77.861573,13.101089,77.874857,2.676,2.0,10.63,DR0175,SUV,Wallet,Clear,Evening,1.0,1,3.8,0,0
T001287,2024-11-27 08:28:00,13.02193,77.886881,13.032807,77.891345,1.473,2.0,5.96,DR0506,Sedan,Cash,Clear,Afternoon,1.0,4,4.5,0,0
T001288,2024-03-26 14:31:00,12.922853,77.727132,12.944049,77.722005,3.919,14.3,9.75,DR0256,Hatchback,Cash,Clear,Morning,1.5,4,4.7,0,0
T001289,2024-02-07 04:38:00,13.04338,77.899877,13.049909,77.888155,1.532,7.1,4.78,DR0024,Hatchback,Card,Clear,Afternoon,1.0,2,4.8,0,0
T001290,2024-08-14 23:49:00,12.93284,77.806932,12.915391,77.810549,3.656,5.6,9.09,DR0773,Bike,Wallet,Clear,Morning,1.0,3,4.9,0,0
T001291,2024-03-26 06:48:00,12.979343,77.709526,12.966123,77.71372,3.078,2.0,6.9,DR0403,Hatchback,Wallet,Cloudy,Night,1.0,3,4.8,0,0
T001292,2024-11-09 05:10:00,13.145066,77.761977,13.157477,77.771574,3.27,4.2,8.89,DR0350,Sedan,Card,Cloudy,Afternoon,1.25,3,5.0,0,0
T001293,2024-06-10 23:15:00,13.067267,77.577709,13.081668,77.555535,3.963,2.0,16.97,DR0460,SUV,Card,Cloudy,Afternoon,1.0,4,4.4,0,1
T001294,2024-01-02 15:25:00,13.104961,77.504413,13.10778,77.469127,5.576,6.0,16.89,DR0136,Hatchback,Cash,Clear,Morning,1.25,3,5.0,0,1
T001295,2024-12-13 09:03:00,13.033397,77.602716,13.035993,77.584445,3.509,4.6,7.09,DR0714,Hatchback,UPI,Cloudy,Morning,1.0,3,4.7,0,0
T001296,2024-07-06 20:09:00,13.196559,77.673988,13.197562,77.646966,3.167,2.6,6.87,DR0342,SUV,Card,Rainy,Afternoon,1.0,2,4.9,0,0
T001297,2024-04-05 23:40:00,12.896564,77.591221,12.901946,77.563163,3.768,3.9,11.83,DR0413,Bike,Card,Foggy,Morning,1.25,3,5.0,0,0
T001298,2024-09-04 05:02:00,12.904916,77.705614,12.919236,77.737009,5.714,12.8,16.39,DR0754,MiniVan,Card,Clear,Afternoon,1.0,3,3.2,0,1
T001299,2024-07-12 16:08:00,12.837024,77.763178,12.849627,77.717838,6.385,3.6,25.02,DR0190,Sedan,Cash,Rainy,Afternoon,1.25,1,5.0,0,1
T001300,2024-01-11 19:21:00,13.021608,77.762318,13.02208,77.771712,1.115,6.2,8.85,DR0706,Sedan,UPI,Clear,Morning,1.25,3,4.8,0,0
T001301,2024-10-04 06:30:00,13.045344,77.857506,13.044363,77.875646,3.633,10.6,15.76,DR0361,Bike,Card,Cloudy,Evening,1.0,2,4.3,0,0
T001302,2024-05-26 11:52:00,13.090385,77.886528,13.088639,77.906277,2.728,18.3,14.96,DR0085,Sedan,Wallet,Rainy,Night,1.0,4,4.4,0,0
T001303,2024-09-12 10:24:00,12.934178,77.856278,12.918572,77.861823,2.157,6.5,6.64,DR0339,Sedan,Card,Rainy,Evening,1.0,1,4.9,0,0
T001304,2024-11-22 21:45:00,12.804903,77.74807,12.789042,77.774468,6.225,20.3,21.7,DR0373,MiniVan,Card,Clear,Afternoon,1.0,1,4.5,0,1
T001305,2024-08-10 20:58:00,13.052892,77.582306,13.063771,77.617974,4.731,11.9,8.56,DR0446,Hatchback,UPI,Clear,Morning,1.0,4,4.3,0,0
T001306,2024-09-02 03:19:00,13.199478,77.87738,13.185221,77.871336,1.723,3.5,8.29,DR0450,Sedan,Cash,Windy,Afternoon,1.0,3,4.5,0,0
T001307,2024-04-02 22:44:00,12.91782,77.569944,12.934098,77.578894,3.302,2.1,5.72,DR0212,Hatchback,Cash,Windy,Night,1.0,4,4.2,0,0
T001308,2024-03-27 17:53:00,12.873574,77.560571,12.872547,77.586087,3.215,10.2,19.05,DR0718,Hatchback,Card,Windy,Evening,1.0,1,4.1,0,1
T001309,2024-05-31 11:24:00,12.912707,77.627028,12.929099,77.609789,3.792,8.2,12.75,DR0264,Hatchback,UPI,Windy,Afternoon,1.0,1,4.6,0,0
T001310,2024-11-07 06:21:00,12.970166,77.729442,12.982905,77.724544,2.031,11.9,10.71,DR0537,Hatchback,Cash,Rainy,Afternoon,1.0,1,3.5,0,0
T001311,2024-07-10 07:55:00,12.900365,77.772589,12.917224,77.760073,2.334,8.7,5.55,DR0769,Bike,Cash,Rainy,Night,1.0,2,4.8,0,0
T001312,2024-05-07 00:45:00,12.938784,77.505317,12.929257,77.514537,1.529,8.7,6.02,DR0111,Sedan,nan,Cloudy,Morning,1.0,1,4.2,1,0
T001313,2024-10-11 13:23:00,13.055283,77.811209,13.063461,77.773247,5.995,6.6,12.31,DR0391,Sedan,nan,Clear,Afternoon,1.0,2,5.0,1,0
T001314,2024-11-07 11:17:00,12.938011,77.570008,12.952769,77.59874,3.927,11.7,6.28,DR0084,MiniVan,Wallet,Clear,Morning,1.0,3,4.8,0,0
T001315,2024-11-25 10:11:00,12.958424,77.618594,12.927397,77.62927,5.088,2.0,9.41,DR0679,Sedan,UPI,Cloudy,Evening,1.25,4,4.9,0,0
T001316,2024-04-19 02:44:00,12.816013,77.628835,12.850046,77.640634,4.062,10.1,14.51,DR0659,Bike,Wallet,Clear,Evening,1.0,2,4.0,0,0
T001317,2024-09-16 00:26:00,13.167177,77.632978,13.212496,77.585712,7.577,18.7,13.42,DR0770,Sedan,Card,Clear,Evening,1.0,3,5.0,0,0
T001318,2024-08-03 11:12:00,12.962754,77.804147,12.9817,77.783344,3.83,12.2,11.23,DR0727,SUV,nan,Cloudy,Evening,1.0,1,3.9,1,0
T001319,2024-06-12 20:59:00,12.931257,77.516378,12.947375,77.546187,4.328,8.4,16.21,DR0648,Sedan,Card,Cloudy,Evening,1.0,1,4.5,0,1
T001320,2024-05-24 21:11:00,12.834594,77.578607,12.846369,77.575059,1.804,2.0,8.57,DR0279,Sedan,Wallet,Clear,Evening,2.0,3,3.9,0,0
T001321,2024-02-11 19:29:00,13.053673,77.508928,13.047205,77.474446,4.302,2.8,13.18,DR0317,Hatchback,Card,Clear,Night,1.5,2,4.5,0,0
T001322,2024-04-10 07:28:00,13.14553,77.81132,13.143327,77.815752,1.34,2.0,5.33,DR0040,Bike,Card,Clear,Morning,1.0,1,4.7,0,0
T001323,2024-07-19 15:04:00,12.816461,77.893489,12.835749,77.907072,2.668,7.8,12.82,DR0159,Hatchback,Wallet,Cloudy,Morning,1.0,4,4.5,0,0
T001324,2024-11-19 14:14:00,12.858109,77.763819,12.838645,77.774449,2.516,2.0,9.04,DR0360,MiniVan,Card,Clear,Afternoon,2.0,1,4.3,0,0
T001325,2024-11-12 05:09:00,12.858556,77.736056,12.837342,77.733048,3.271,5.3,8.53,DR0644,Sedan,Card,Clear,Morning,1.0,4,4.9,0,0
T001326,2024-03-09 11:19:00,13.04091,77.863226,13.032963,77.885938,3.589,2.0,6.99,DR0698,Sedan,Cash,Clear,Morning,1.0,4,4.6,0,0
T001327,2024-09-04 22:52:00,13.168492,77.601982,13.181617,77.587941,3.946,12.7,17.3,DR0493,MiniVan,Card,Cloudy,Afternoon,1.0,4,4.5,0,1
T001328,2024-01-31 22:56:00,12.975107,77.526585,12.957789,77.537387,3.46,2.0,11.21,DR0149,SUV,Card,Windy,Night,1.0,1,4.7,0,0
T001329,2024-09-03 09:06:00,12.937523,77.703988,12.933014,77.706688,0.666,6.1,6.37,DR0255,Sedan,Card,Clear,Afternoon,1.0,3,4.1,0,0
T001330,2024-05-04 19:16:00,13.106336,77.604139,13.104203,77.601478,0.415,2.0,2.62,DR0161,Sedan,Card,Clear,Night,1.0,3,4.9,0,0
T001331,2024-06-13 04:40:00,13.097028,77.680433,13.07679,77.672853,4.414,2.0,14.85,DR0647,MiniVan,Card,Rainy,Night,1.0,2,4.9,0,0
T001332,2024-09-18 22:31:00,12.898702,77.68252,12.849907,77.675648,5.846,19.7,17.1,DR0682,Sedan,UPI,Clear,Afternoon,1.0,2,4.4,0,1
T001333,2024-06-04 02:01:00,12.864331,77.627533,12.8438,77.628178,3.556,11.2,9.37,DR0461,Hatchback,Card,Clear,Afternoon,1.0,2,4.7,0,0
T001334,2024-10-21 17:06:00,12.943124,77.69453,12.948342,77.688675,0.917,7.7,5.64,DR0296,MiniVan,Cash,Clear,Evening,1.0,3,4.7,0,0
T001335,2024-07-13 18:10:00,13.110241,77.652061,13.119964,77.666722,3.046,4.5,7.85,DR0625,Hatchback,Wallet,Clear,Morning,1.0,4,5.0,0,0
T001336,2024-12-30 12:59:00,13.078025,77.545224,13.087913,77.534504,1.764,2.0,6.91,DR0655,MiniVan,Cash,Clear,Afternoon,1.0,2,5.0,0,0
T001337,2024-08-20 22:59:00,13.066341,77.84669,13.078533,77.878056,7.263,14.4,22.54,DR0406,Sedan,Cash,Clear,Afternoon,1.0,2,5.0,0,1
T001338,2024-04-18 04:07:00,13.131771,77.780509,13.119244,77.768896,2.779,6.6,7.26,DR0619,Hatchback,Cash,Clear,Morning,1.0,2,4.1,0,0
T001339,2024-10-09 23:31:00,12.910852,77.516524,12.89404,77.534925,3.969,6.1,11.16,DR0491,Sedan,Card,Rainy,Morning,1.0,1,4.9,0,0
T001340,2024-05-28 21:34:00,12.935873,77.546315,12.943375,77.565579,3.508,2.0,6.97,DR0734,Hatchback,Cash,Windy,Evening,1.0,2,5.0,0,0
T001341,2024-07-13 23:18:00,12.816936,77.538606,12.812701,77.541923,1.098,4.1,4.36,DR0293,SUV,Card,Clear,Morning,1.0,4,4.2,0,0
T001342,2024-02-19 22:33:00,13.147498,77.524697,13.16564,77.526233,3.305,5.2,12.73,DR0144,MiniVan,Cash,Clear,Afternoon,1.0,4,5.0,0,0
T001343,2024-02-13 13:26:00,13.032972,77.523623,13.040599,77.509043,1.831,9.4,8.25,DR0277,Sedan,Card,Clear,Evening,1.0,2,4.9,0,0
T001344,2024-07-28 19:52:00,12.919249,77.562845,12.944925,77.552504,3.254,13.6,17.26,DR0168,Sedan,nan,Rainy,Afternoon,1.0,2,4.7,1,1
T001345,2024-03-09 03:24:00,12.827767,77.839148,12.818456,77.843543,2.092,8.5,10.8,DR0577,Hatchback,Card,Clear,Evening,1.0,3,4.7,0,0
T001346,2024-12-30 02:48:00,13.089364,77.831293,13.110714,77.830391,2.926,2.0,12.54,DR0130,Sedan,Card,Foggy,Morning,1.25,3,4.5,0,0
T001347,2024-11-08 07:42:00,13.099495,77.813259,13.140189,77.83692,8.448,20.8,30.37,DR0307,Sedan,nan,Clear,Night,1.0,1,4.0,1,1
T001348,2024-09-12 19:43:00,13.066471,77.745883,13.067546,77.736791,4.507,8.3,14.41,DR0001,MiniVan,Wallet,Clear,Morning,1.0,2,5.0,0,0
T001349,2024-09-25 03:57:00,12.881512,77.789397,12.891499,77.781516,1.491,6.3,4.33,DR0325,MiniVan,UPI,Clear,Night,1.0,2,3.9,0,0
T001350,2024-08-05 06:03:00,13.165286,77.795392,13.146676,77.762098,5.364,11.4,22.01,DR0562,Sedan,Card,Rainy,Afternoon,1.0,2,4.5,0,1
T001351,2024-01-23 00:08:00,13.101263,77.855725,13.119144,77.868596,2.852,3.2,8.33,DR0239,MiniVan,Cash,Rainy,Morning,1.0,3,4.6,0,0
T001352,2024-05-23 05:09:00,13.063103,77.792937,13.085684,77.804002,4.004,3.0,7.28,DR0680,SUV,Card,Clear,Evening,1.0,3,4.5,0,0
T001353,2024-06-29 23:13:00,13.060378,77.794584,13.050489,77.814125,5.255,16.5,16.94,DR0638,Sedan,Wallet,Cloudy,Afternoon,1.0,4,4.7,0,1
T001354,2024-11-30 02:01:00,13.161743,77.821632,13.173466,77.842301,3.706,6.8,13.14,DR0073,SUV,Cash,Clear,Morning,1.0,2,5.0,0,0
T001355,2024-03-21 02:44:00,13.171323,77.722542,13.176932,77.738321,1.929,4.6,6.41,DR0663,Hatchback,Cash,Windy,Night,1.0,1,4.7,0,0
T001356,2024-06-30 08:59:00,13.038255,77.585212,13.046071,77.601834,2.244,2.0,5.23,DR0352,Sedan,UPI,Clear,Morning,1.0,3,4.7,0,0
T001357,2024-05-05 14:01:00,12.966668,77.533817,12.982908,77.546018,2.767,16.3,10.31,DR0126,Sedan,Card,Clear,Night,1.0,1,5.0,0,0
T001358,2024-02-19 01:03:00,12.945494,77.667617,12.955872,77.682899,2.173,4.2,5.04,DR0582,Hatchback,Card,Rainy,Night,1.0,4,4.8,0,0
T001359,2024-02-07 14:26:00,13.127632,77.536674,13.124852,77.499835,4.151,7.0,15.33,DR0550,Sedan,UPI,Clear,Morning,1.0,4,4.7,0,0
T001360,2024-05-13 08:42:00,13.057842,77.567722,13.074508,77.545726,3.285,5.7,17.11,DR0132,MiniVan,Card,Clear,Afternoon,1.0,4,4.5,0,1
T001361,2024-01-31 02:00:00,12.830906,77.509536,12.853144,77.484272,5.514,9.4,25.59,DR0197,SUV,Card,Clear,Evening,1.0,3,4.6,0,1
T001362,2024-01-25 12:22:00,12.856874,77.620083,12.845791,77.645486,5.021,2.0,10.18,DR0372,SUV,Card,Rainy,Evening,1.0,4,4.8,0,0
T001363,2024-05-08 01:36:00,13.160074,77.887999,13.160038,77.87234,2.871,9.0,11.35,DR0196,Hatchback,Card,Cloudy,Evening,1.0,3,4.8,0,0
T001364,2024-03-14 17:20:00,13.153799,77.651573,13.118425,77.639115,4.228,3.9,9.41,DR0444,SUV,Card,Clear,Morning,1.0,1,4.2,0,0
T001365,2024-07-21 12:07:00,13.180733,77.596357,13.192405,77.59649,3.187,4.5,5.75,DR0153,MiniVan,Cash,Clear,Evening,1.0,4,4.0,0,0
T001366,2024-01-07 10:46:00,12.97114,77.66138,12.995603,77.636506,4.422,2.0,12.77,DR0602,Hatchback,Wallet,Clear,Morning,1.0,3,4.8,0,0
T001367,2024-04-20 03:52:00,13.113624,77.620535,13.108478,77.628146,1.786,2.0,9.9,DR0178,Sedan,Card,Clear,Night,1.0,1,4.3,0,0
T001368,2024-06-14 10:43:00,13.13129,77.769551,13.133959,77.726943,7.304,14.6,24.73,DR0059,SUV,Card,Clear,Evening,1.5,3,4.6,0,1
T001369,2024-12-17 13:08:00,12.926279,77.753787,12.921875,77.730237,3.087,2.0,14.88,DR0317,Sedan,UPI,Clear,Afternoon,1.0,2,4.5,0,0
T001370,2024-08-19 14:34:00,12.858135,77.510937,12.850457,77.514913,1.23,4.1,3.65,DR0184,MiniVan,Cash,Rainy,Night,1.0,1,4.4,0,0
T001371,2024-11-17 11:06:00,13.198811,77.704529,13.203454,77.679697,3.285,6.7,6.91,DR0235,Hatchback,Card,Clear,Afternoon,1.0,3,4.8,0,0
T001372,2024-05-05 07:14:00,12.812088,77.51448,12.796403,77.540462,3.995,6.1,18.2,DR0330,Sedan,Card,Clear,Night,1.0,2,4.6,0,1
T001373,2024-06-13 03:27:00,13.038934,77.770945,13.034229,77.771871,1.53,2.0,6.05,DR0166,Sedan,Card,Clear,Afternoon,1.0,1,5.0,0,0
T001374,2024-06-02 10:32:00,13.060085,77.874323,13.041994,77.896965,4.278,5.9,13.41,DR0078,Sedan,Cash,Clear,Morning,1.0,4,4.9,0,0
T001375,2024-11-19 21:34:00,13.072716,77.862995,13.084497,77.870153,2.159,2.0,9.53,DR0503,Hatchback,Cash,Clear,Afternoon,1.25,2,4.2,0,0
T001376,2024-12-16 02:40:00,12.902251,77.582285,12.907036,77.582046,1.074,6.4,4.72,DR0519,Sedan,Cash,Clear,Afternoon,1.0,3,4.4,0,0
T001377,2024-12-17 06:02:00,13.088632,77.797058,13.080007,77.777127,2.672,3.2,10.66,DR0636,Bike,Wallet,Clear,Morning,1.0,1,4.5,0,0
T001378,2024-10-01 11:11:00,12.88656,77.817226,12.887301,77.835809,3.373,6.9,16.08,DR0422,SUV,Cash,Clear,Night,1.5,3,4.3,0,0
T001379,2024-07-02 15:15:00,13.131615,77.845747,13.127201,77.854572,1.652,5.7,5.09,DR0347,SUV,nan,Clear,Night,1.0,3,5.0,1,0
T001380,2024-07-16 09:54:00,12.887647,77.603839,12.910525,77.645532,8.76,8.3,20.77,DR0102,Sedan,Cash,Cloudy,Afternoon,1.0,2,4.4,0,1
T001381,2024-12-23 21:16:00,13.078682,77.680334,13.069862,77.696902,2.703,2.0,7.66,DR0007,Hatchback,Card,Clear,Afternoon,1.0,4,4.6,0,0
T001382,2024-04-13 20:34:00,13.113365,77.588602,13.126066,77.580654,1.982,2.0,8.95,DR0058,Hatchback,Cash,Clear,Night,1.0,2,4.8,0,0
T001383,2024-05-06 13:09:00,12.875578,77.509724,12.861474,77.515512,1.989,10.7,6.78,DR0480,SUV,Card,Rainy,Morning,1.0,1,4.1,0,0
T001384,2024-11-23 09:41:00,12.895195,77.763605,12.911479,77.772048,2.682,4.6,6.7,DR0378,Hatchback,Wallet,Clear,Night,1.0,4,4.6,0,0
T001385,2024-05-21 00:10:00,13.111641,77.672585,13.132388,77.695845,4.732,10.5,21.65,DR0664,Sedan,UPI,Clear,Afternoon,1.0,3,5.0,0,1
T001386,2024-03-26 19:27:00,12.8344,77.599247,12.85609,77.625684,7.355,16.2,16.79,DR0731,SUV,Card,Foggy,Afternoon,1.0,3,4.6,0,1
T001387,2024-07-23 13:42:00,12.876304,77.838842,12.905725,77.835602,4.4,18.5,17.14,DR0491,SUV,UPI,Clear,Evening,1.0,1,4.5,0,1
T001388,2024-04-28 18:00:00,12.982212,77.698272,12.988061,77.673962,4.514,2.0,8.66,DR0167,Hatchback,UPI,Foggy,Night,1.25,1,4.9,0,0
T001389,2024-11-21 04:03:00,13.172073,77.897863,13.196832,77.860786,5.468,12.9,17.04,DR0677,MiniVan,Card,Clear,Evening,1.25,3,4.9,0,1
T001390,2024-11-27 19:24:00,13.024751,77.817343,13.057235,77.794552,6.218,15.9,18.76,DR0677,Sedan,Card,Rainy,Evening,1.0,3,3.7,0,1
T001391,2024-04-21 16:38:00,12.955071,77.847684,12.93263,77.835849,6.415,9.2,16.31,DR0010,Hatchback,Card,Clear,Morning,1.25,4,4.5,0,1
T001392,2024-07-12 06:47:00,13.191348,77.809333,13.179283,77.83942,5.323,10.7,13.93,DR0618,MiniVan,Card,Foggy,Morning,1.0,4,4.8,0,0
T001393,2024-12-25 03:46:00,12.985485,77.54237,12.955571,77.57276,5.096,13.9,7.88,DR0179,SUV,Card,Rainy,Night,1.0,4,4.9,0,0
T001394,2024-09-27 22:42:00,12.973494,77.526012,12.994717,77.545215,3.884,9.0,15.04,DR0205,Hatchback,Card,Clear,Evening,1.25,3,5.0,0,0
T001395,2024-03-19 16:53:00,12.964658,77.866032,12.934487,77.890639,5.918,4.9,10.72,DR0522,Sedan,UPI,Clear,Evening,1.0,1,4.5,0,0
T001396,2024-08-03 14:55:00,12.924872,77.555279,12.889275,77.541131,6.405,21.6,10.8,DR0351,Sedan,Card,Foggy,Evening,1.0,1,4.6,0,0
T001397,2024-08-14 06:14:00,12.930278,77.65649,12.90833,77.626184,4.827,9.5,9.95,DR0301,SUV,Card,Rainy,Morning,1.0,1,4.3,0,0
T001398,2024-08-26 12:07:00,13.075135,77.743964,13.040369,77.723834,4.69,7.5,18.07,DR0340,Hatchback,Wallet,Cloudy,Afternoon,1.0,2,5.0,0,1
T001399,2024-01-10 03:05:00,12.816334,77.584759,12.821777,77.544063,4.592,16.8,15.41,DR0158,Hatchback,Card,Clear,Evening,1.0,3,3.7,0,0
T001400,2024-04-19 06:35:00,13.072727,77.590114,13.051036,77.567835,4.443,4.3,7.4,DR0182,Hatchback,Card,Cloudy,Night,1.0,1,4.0,0,0
T001401,2024-11-07 22:25:00,12.880482,77.686497,12.846676,77.676378,4.591,13.4,15.83,DR0733,Sedan,Wallet,Clear,Night,1.0,3,5.0,0,0
T001402,2024-03-29 02:25:00,12.953683,77.644358,12.952846,77.647692,0.386,2.0,3.12,DR0706,Hatchback,Card,Cloudy,Morning,1.25,1,4.6,0,0
T001403,2024-04-19 09:20:00,12.858616,77.77063,12.858958,77.773339,0.484,9.8,3.2,DR0323,Hatchback,Cash,Clear,Afternoon,1.0,4,4.4,0,0
T001404,2024-04-27 17:01:00,13.0211,77.53003,12.983705,77.516238,5.644,11.8,17.16,DR0744,Sedan,Wallet,Clear,Morning,1.0,1,5.0,0,1
T001405,2024-03-05 17:55:00,13.09174,77.695503,13.077466,77.706882,2.713,2.7,5.15,DR0676,MiniVan,Card,Clear,Afternoon,1.5,2,3.9,0,0
T001406,2024-02-26 17:40:00,12.941862,77.569704,12.940369,77.556295,2.952,15.7,9.47,DR0769,Hatchback,Cash,Clear,Afternoon,1.0,1,4.7,0,0
T001407,2024-05-06 15:51:00,12.865367,77.74269,12.85823,77.742891,0.828,4.5,7.77,DR0773,Sedan,Cash,Clear,Morning,1.0,4,4.9,0,0
T001408,2024-11-15 02:59:00,12.890602,77.546485,12.884013,77.524286,3.735,2.0,11.27,DR0554,SUV,Wallet,Rainy,Night,1.25,2,4.6,0,0
T001409,2024-01-01 13:26:00,13.127245,77.579053,13.150831,77.600826,4.809,2.8,7.47,DR0022,MiniVan,Cash,Clear,Afternoon,1.0,2,3.2,0,0
T001410,2024-04-13 09:14:00,12.907059,77.821556,12.94999,77.821972,5.597,10.7,14.39,DR0665,Sedan,nan,Cloudy,Night,1.0,3,4.4,1,0
T001411,2024-01-23 03:05:00,13.109881,77.594067,13.103615,77.607643,4.167,12.8,11.45,DR0759,MiniVan,Cash,Cloudy,Night,1.25,3,4.2,0,0
T001412,2024-07-23 22:38:00,12.93248,77.794826,12.906042,77.770502,4.39,8.5,13.61,DR0799,Hatchback,Wallet,Rainy,Night,1.0,2,5.0,0,0
T001413,2024-04-01 11:16:00,12.875493,77.609225,12.870801,77.612714,3.896,10.8,13.4,DR0577,Sedan,Cash,Clear,Evening,1.0,2,5.0,0,0
T001414,2024-10-16 01:41:00,13.090923,77.594011,13.094809,77.605458,2.511,14.5,10.17,DR0796,SUV,Card,Rainy,Evening,1.25,2,4.5,0,0
T001415,2024-08-01 12:44:00,12.987418,77.619662,12.986352,77.578785,4.817,9.3,10.85,DR0622,SUV,UPI,Clear,Afternoon,1.25,1,3.9,0,0
T001416,2024-10-13 02:17:00,12.812511,77.852373,12.824725,77.875735,3.844,2.9,4.28,DR0228,MiniVan,Card,Clear,Afternoon,1.0,1,4.6,0,0
T001417,2024-08-19 17:47:00,13.183977,77.658866,13.228215,77.633878,5.938,4.2,10.27,DR0149,MiniVan,Card,Clear,Night,1.0,3,4.1,0,0
T001418,2024-06-09 00:15:00,12.859101,77.597504,12.824839,77.601722,4.2,9.9,13.04,DR0466,SUV,Card,Cloudy,Morning,1.0,4,4.8,0,0
T001419,2024-11-10 06:04:00,12.941363,77.714656,12.931221,77.75041,4.378,9.5,12.54,DR0142,SUV,nan,Clear,Afternoon,1.0,3,4.7,1,0
T001420,2024-06-22 20:00:00,12.953918,77.654257,12.984741,77.673355,4.781,11.2,12.47,DR0538,Sedan,Card,Clear,Morning,1.5,4,4.4,0,0
T001421,2024-12-12 17:25:00,12.995772,77.816079,12.985331,77.78628,3.608,7.1,10.84,DR0379,SUV,UPI,Clear,Morning,1.0,2,4.7,0,0
T001422,2024-12-29 01:35:00,13.114178,77.896178,13.129967,77.892618,2.373,8.0,6.09,DR0435,MiniVan,Cash,Clear,Afternoon,1.0,1,5.0,0,0
T001423,2024-08-02 23:49:00,12.802436,77.71063,12.815054,77.735298,4.581,7.9,7.68,DR0123,Bike,nan,Clear,Evening,1.0,1,3.9,1,0
T001424,2024-09-03 05:28:00,13.172989,77.6807,13.197726,77.664364,6.045,17.4,14.34,DR0261,Sedan,Cash,Rainy,Evening,1.0,4,4.1,0,0
T001425,2024-04-03 07:36:00,13.058396,77.637214,13.096663,77.630017,5.93,13.7,12.15,DR0574,Hatchback,Card,Clear,Afternoon,1.25,3,4.7,0,0
T001426,2024-10-24 08:13:00,13.18026,77.889335,13.186921,77.881578,1.483,2.0,6.02,DR0544,Bike,Card,Clear,Afternoon,1.0,1,4.3,0,0
T001427,2024-09-02 03:08:00,13.126956,77.693313,13.092039,77.704714,4.17,4.1,8.92,DR0723,SUV,Wallet,Cloudy,Afternoon,1.25,2,4.8,0,0
T001428,2024-11-25 10:22:00,13.171135,77.571199,13.157127,77.540459,5.615,8.6,10.02,DR0649,Sedan,Card,Clear,Evening,1.0,3,4.1,0,0
